"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
4163,46.7,46.7,53.3,"Frick AG","Frick (AG)","Frick AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Frick. 53,3 Prozent haben sie verworfen.",,
4164,65.7,65.7,34.3,"Gansingen AG","Gansingen (AG)","Gansingen AG","Mit 65,7 Prozent Ja hat sich Gansingen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4165,49.2,49.2,50.8,"Gipf-Oberfrick AG","Gipf-Oberfrick (AG)","Gipf-Oberfrick AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Gipf-Oberfrick: 50,8 Prozent haben die Vorlage abgelehnt.",,
4169,62.1,62.1,37.9,"Kaisten AG","Kaisten (AG)","Kaisten AG","Mit 62,1 Prozent Ja hat sich Kaisten für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4170,79.7,79.7,20.3,"Laufenburg AG","Laufenburg (AG)","Laufenburg AG","79,7 Prozent der Stimmbürgerinnen und Stimmbürger von Laufenburg haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4172,57.6,57.6,42.4,"Münchwilen AG","Münchwilen (AG)","Münchwilen AG","Münchwilen AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 57,6 Prozent angenommen.",,
4173,51.4,51.4,48.6,"Oberhof AG","Oberhof (AG)","Oberhof AG","Mit 51,4 Prozent Ja hat sich Oberhof für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4175,44.6,44.6,55.4,"Oeschgen AG","Oeschgen (AG)","Oeschgen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Oeschgen. 55,4 Prozent haben sie verworfen.",,
4176,58,58,42,"Schwaderloch AG","Schwaderloch (AG)","Schwaderloch AG","Schwaderloch hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 58 Prozent angenommen.",,
4177,49.9,49.9,50.1,"Sisseln AG","Sisseln (AG)","Sisseln AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Sisseln: 50,1 Prozent haben die Vorlage abgelehnt.",,
4181,39,39,61,"Wittnau AG","Wittnau (AG)","Wittnau AG","Wittnau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 61 Prozent abgelehnt.",,
4182,49.7,49.7,50.3,"Wölflinswil AG","Wölflinswil (AG)","Wölflinswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Wölflinswil: 50,3 Prozent haben die Vorlage abgelehnt.",,
4183,57.7,57.7,42.3,"Zeihen AG","Zeihen (AG)","Zeihen AG","57,7 Prozent der Stimmbürgerinnen und Stimmbürger von Zeihen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4184,63,63,37,"Mettauertal AG","Mettauertal (AG)","Mettauertal AG","Mit 63 Prozent Ja hat sich Mettauertal für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4185,47.9,47.9,52.1,"Böztal AG","Böztal (AG)","Böztal AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Böztal: 52,1 Prozent haben die Vorlage abgelehnt.",,
4186,44.5,44.5,55.5,"Herznach-Ueken AG","Herznach-Ueken (AG)","Herznach-Ueken AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Herznach-Ueken. 55,5 Prozent haben sie verworfen.",,
4191,45,45,55,"Ammerswil AG","Ammerswil (AG)","Ammerswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Ammerswil: 55 Prozent haben die Vorlage abgelehnt.",,
4192,44.1,44.1,55.9,"Boniswil AG","Boniswil (AG)","Boniswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Boniswil: 55,9 Prozent haben die Vorlage abgelehnt.",,
4193,35.2,35.2,64.8,"Brunegg AG","Brunegg (AG)","Brunegg AG","Brunegg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 64,8 Prozent abgelehnt.",,
4194,39.5,39.5,60.5,"Dintikon AG","Dintikon (AG)","Dintikon AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Dintikon. 60,5 Prozent haben sie verworfen.",,
4195,41.2,41.2,58.8,"Egliswil AG","Egliswil (AG)","Egliswil AG","Egliswil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 58,8 Prozent abgelehnt.",,
4196,36.5,36.5,63.5,"Fahrwangen AG","Fahrwangen (AG)","Fahrwangen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Fahrwangen. 63,5 Prozent haben sie verworfen.",,
4197,38.3,38.3,61.7,"Hallwil AG","Hallwil (AG)","Hallwil AG","Hallwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 61,7 Prozent abgelehnt.",,
4198,41.3,41.3,58.7,"Hendschiken AG","Hendschiken (AG)","Hendschiken AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Hendschiken: 58,7 Prozent haben die Vorlage abgelehnt.",,
4199,34.6,34.6,65.4,"Holderbank AG","Holderbank (AG)","Holderbank AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Holderbank AG: 65,4 Prozent haben die Vorlage abgelehnt.",,
4200,29.8,29.8,70.2,"Hunzenschwil AG","Hunzenschwil (AG)","Hunzenschwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Hunzenschwil. 70,2 Prozent haben sie verworfen.",,
4201,50,0,0,"Lenzburg AG","Lenzburg (AG)","Lenzburg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
4202,43.2,43.2,56.8,"Meisterschwanden AG","Meisterschwanden (AG)","Meisterschwanden AG","Meisterschwanden hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 56,8 Prozent abgelehnt.",,
4203,42.3,42.3,57.7,"Möriken-Wildegg AG","Möriken-Wildegg (AG)","Möriken-Wildegg AG","Möriken-Wildegg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 57,7 Prozent abgelehnt.",,
4204,52.6,52.6,47.4,"Niederlenz AG","Niederlenz (AG)","Niederlenz AG","Niederlenz hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 52,6 Prozent angenommen.",,
4205,47,47,53,"Othmarsingen AG","Othmarsingen (AG)","Othmarsingen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Othmarsingen. 53 Prozent haben sie verworfen.",,
4206,40.1,40.1,59.9,"Rupperswil AG","Rupperswil (AG)","Rupperswil AG","Rupperswil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 59,9 Prozent abgelehnt.",,
4207,43.6,43.6,56.4,"Schafisheim AG","Schafisheim (AG)","Schafisheim AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Schafisheim: 56,4 Prozent haben die Vorlage abgelehnt.",,
4208,42.9,42.9,57.1,"Seengen AG","Seengen (AG)","Seengen AG","Seengen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 57,1 Prozent abgelehnt.",,
4209,44.4,44.4,55.6,"Seon AG","Seon (AG)","Seon AG","Seon hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 55,6 Prozent abgelehnt.",,
4210,52.7,52.7,47.3,"Staufen AG","Staufen (AG)","Staufen AG","Mit 52,7 Prozent Ja hat sich Staufen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4221,28.4,28.4,71.6,"Abtwil AG","Abtwil (AG)","Abtwil AG","Abtwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 71,6 Prozent abgelehnt.",,
4222,32.9,32.9,67.1,"Aristau AG","Aristau (AG)","Aristau AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Aristau: 67,1 Prozent haben die Vorlage abgelehnt.",,
4223,28.5,28.5,71.5,"Auw AG","Auw (AG)","Auw AG","Auw hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 71,5 Prozent abgelehnt.",,
4224,36.7,36.7,63.3,"Beinwil (Freiamt) AG","Beinwil (Freiamt) (AG)","Beinwil (Freiamt) AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Beinwil (Freiamt): 63,3 Prozent haben die Vorlage abgelehnt.",,
4226,34.3,34.3,65.7,"Besenbüren AG","Besenbüren (AG)","Besenbüren AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Besenbüren: 65,7 Prozent haben die Vorlage abgelehnt.",,
4227,43.8,43.8,56.2,"Bettwil AG","Bettwil (AG)","Bettwil AG","Bettwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 56,2 Prozent abgelehnt.",,
4228,37.9,37.9,62.1,"Boswil AG","Boswil (AG)","Boswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Boswil: 62,1 Prozent haben die Vorlage abgelehnt.",,
4229,35.3,35.3,64.7,"Bünzen AG","Bünzen (AG)","Bünzen AG","Bünzen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 64,7 Prozent abgelehnt.",,
4230,37,37,63,"Buttwil AG","Buttwil (AG)","Buttwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Buttwil. 63 Prozent haben sie verworfen.",,
4231,28.8,28.8,71.2,"Dietwil AG","Dietwil (AG)","Dietwil AG","Dietwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 71,2 Prozent abgelehnt.",,
4232,28.6,28.6,71.4,"Geltwil AG","Geltwil (AG)","Geltwil AG","Der Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ist in Geltwil mit 45 zu 18 Stimmen abgelehnt worden.",,
4233,41.2,41.2,58.8,"Kallern AG","Kallern (AG)","Kallern AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Kallern. 58,8 Prozent haben sie verworfen.",,
4234,42.7,42.7,57.3,"Merenschwand AG","Merenschwand (AG)","Merenschwand AG","Merenschwand hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 57,3 Prozent abgelehnt.",,
4235,33.2,33.2,66.8,"Mühlau AG","Mühlau (AG)","Mühlau AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Mühlau. 66,8 Prozent haben sie verworfen.",,
4236,46.4,46.4,53.6,"Muri AG","Muri (AG)","Muri AG","Muri AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 53,6 Prozent abgelehnt.",,
4237,37,37,63,"Oberrüti AG","Oberrüti (AG)","Oberrüti AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Oberrüti: 63 Prozent haben die Vorlage abgelehnt.",,
4238,32.2,32.2,67.8,"Rottenschwil AG","Rottenschwil (AG)","Rottenschwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Rottenschwil. 67,8 Prozent haben sie verworfen.",,
4239,36.7,36.7,63.3,"Sins AG","Sins (AG)","Sins AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Sins: 63,3 Prozent haben die Vorlage abgelehnt.",,
4240,34.6,34.6,65.4,"Waltenschwil AG","Waltenschwil (AG)","Waltenschwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Waltenschwil. 65,4 Prozent haben sie verworfen.",,
4251,52.3,52.3,47.7,"Hellikon AG","Hellikon (AG)","Hellikon AG","Mit 52,3 Prozent Ja hat sich Hellikon für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4252,62.2,62.2,37.8,"Kaiseraugst AG","Kaiseraugst (AG)","Kaiseraugst AG","Kaiseraugst hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 62,2 Prozent angenommen.",,
4253,50,0,0,"Magden AG","Magden (AG)","Magden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
4254,59.5,59.5,40.5,"Möhlin AG","Möhlin (AG)","Möhlin AG","Möhlin hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 59,5 Prozent angenommen.",,
4255,55.9,55.9,44.1,"Mumpf AG","Mumpf (AG)","Mumpf AG","55,9 Prozent der Stimmbürgerinnen und Stimmbürger von Mumpf haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4256,61.7,61.7,38.3,"Obermumpf AG","Obermumpf (AG)","Obermumpf AG","Mit 61,7 Prozent Ja hat sich Obermumpf für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4257,61.3,61.3,38.7,"Olsberg AG","Olsberg (AG)","Olsberg AG","Olsberg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 61,3 Prozent angenommen.",,
4258,65.4,65.4,34.6,"Rheinfelden AG","Rheinfelden (AG)","Rheinfelden AG","65,4 Prozent der Stimmbürgerinnen und Stimmbürger von Rheinfelden haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4259,59.5,59.5,40.5,"Schupfart AG","Schupfart (AG)","Schupfart AG","Mit 59,5 Prozent Ja hat sich Schupfart für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4260,66.2,66.2,33.8,"Stein AG","Stein (AG)","Stein AG","Stein AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 66,2 Prozent angenommen.",,
4261,53.4,53.4,46.6,"Wallbach AG","Wallbach (AG)","Wallbach AG","Mit 53,4 Prozent Ja hat sich Wallbach für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4262,49.5,49.5,50.5,"Wegenstetten AG","Wegenstetten (AG)","Wegenstetten AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Wegenstetten. 50,5 Prozent haben sie verworfen.",,
4263,52.4,52.4,47.6,"Zeiningen AG","Zeiningen (AG)","Zeiningen AG","Zeiningen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 52,4 Prozent angenommen.",,
4264,59.9,59.9,40.1,"Zuzgen AG","Zuzgen (AG)","Zuzgen AG","Mit 59,9 Prozent Ja hat sich Zuzgen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4271,46,46,54,"Aarburg AG","Aarburg (AG)","Aarburg AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Aarburg: 54 Prozent haben die Vorlage abgelehnt.",,
4273,34.9,34.9,65.1,"Bottenwil AG","Bottenwil (AG)","Bottenwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Bottenwil. 65,1 Prozent haben sie verworfen.",,
4274,38.7,38.7,61.3,"Brittnau AG","Brittnau (AG)","Brittnau AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Brittnau: 61,3 Prozent haben die Vorlage abgelehnt.",,
4275,40.7,40.7,59.3,"Kirchleerau AG","Kirchleerau (AG)","Kirchleerau AG","Kirchleerau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 59,3 Prozent abgelehnt.",,
4276,41.7,41.7,58.3,"Kölliken AG","Kölliken (AG)","Kölliken AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Kölliken. 58,3 Prozent haben sie verworfen.",,
4277,33.8,33.8,66.2,"Moosleerau AG","Moosleerau (AG)","Moosleerau AG","Moosleerau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 66,2 Prozent abgelehnt.",,
4279,31.7,31.7,68.3,"Murgenthal AG","Murgenthal (AG)","Murgenthal AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Murgenthal: 68,3 Prozent haben die Vorlage abgelehnt.",,
4280,41.5,41.5,58.5,"Oftringen AG","Oftringen (AG)","Oftringen AG","Oftringen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 58,5 Prozent abgelehnt.",,
4281,35.8,35.8,64.2,"Reitnau AG","Reitnau (AG)","Reitnau AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Reitnau: 64,2 Prozent haben die Vorlage abgelehnt.",,
4282,36.5,36.5,63.5,"Rothrist AG","Rothrist (AG)","Rothrist AG","Rothrist hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 63,5 Prozent abgelehnt.",,
4283,38.1,38.1,61.9,"Safenwil AG","Safenwil (AG)","Safenwil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Safenwil: 61,9 Prozent haben die Vorlage abgelehnt.",,
4284,30.1,30.1,69.9,"Staffelbach AG","Staffelbach (AG)","Staffelbach AG","Staffelbach hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 69,9 Prozent abgelehnt.",,
4285,43.4,43.4,56.6,"Strengelbach AG","Strengelbach (AG)","Strengelbach AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Strengelbach: 56,6 Prozent haben die Vorlage abgelehnt.",,
4286,27.2,27.2,72.8,"Uerkheim AG","Uerkheim (AG)","Uerkheim AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Uerkheim: 72,8 Prozent haben die Vorlage abgelehnt.",,
4287,35,35,65,"Vordemwald AG","Vordemwald (AG)","Vordemwald AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Vordemwald. 65 Prozent haben sie verworfen.",,
4288,35.2,35.2,64.8,"Wiliberg AG","Wiliberg (AG)","Wiliberg AG","Der Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ist in Wiliberg mit 46 zu 25 Stimmen abgelehnt worden.",,
4289,49.4,49.4,50.6,"Zofingen AG","Zofingue (AG)","Zofingen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Zofingen. 50,6 Prozent haben sie verworfen.",,
4303,51.9,51.9,48.1,"Böttstein AG","Böttstein (AG)","Böttstein AG","Böttstein hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 51,9 Prozent angenommen.",,
4304,50.7,50.7,49.3,"Döttingen AG","Döttingen (AG)","Döttingen AG","50,7 Prozent der Stimmbürgerinnen und Stimmbürger von Döttingen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4305,47.8,47.8,52.2,"Endingen AG","Endingen (AG)","Endingen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Endingen: 52,2 Prozent haben die Vorlage abgelehnt.",,
4306,40.7,40.7,59.3,"Fisibach AG","Fisibach (AG)","Fisibach AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Fisibach: 59,3 Prozent haben die Vorlage abgelehnt.",,
4307,50,0,0,"Full-Reuenthal AG","Full-Reuenthal (AG)","Full-Reuenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
4309,55.3,55.3,44.7,"Klingnau AG","Klingnau (AG)","Klingnau AG","55,3 Prozent der Stimmbürgerinnen und Stimmbürger von Klingnau haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4310,60.6,60.6,39.4,"Koblenz AG","Koblenz (AG)","Koblenz AG","Mit 60,6 Prozent Ja hat sich Koblenz für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4311,47.9,47.9,52.1,"Leibstadt AG","Leibstadt (AG)","Leibstadt AG","Leibstadt hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 52,1 Prozent abgelehnt.",,
4312,47.8,47.8,52.2,"Lengnau AG","Lengnau (AG)","Lengnau AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Lengnau AG. 52,2 Prozent haben sie verworfen.",,
4313,51.8,51.8,48.2,"Leuggern AG","Leuggern (AG)","Leuggern AG","Mit 51,8 Prozent Ja hat sich Leuggern für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
